degree,coef0,gamma,cost,nu,dev
4,2.5,0.35,4,0.2,0.349651456277831
5,5,0.1,2,0.3,0.472103307732216
1,-5,0.15,2,0.3,0.420056288608943
2,-5,0.15,2,0.3,-6.8450649466685
3,-5,0.15,2,0.3,-6.19254491682413
4,-5,0.15,2,0.3,-8.92284756878743
5,-5,0.15,2,0.3,-9.11176019574881
1,-2.5,0.15,2,0.3,0.420286129537134
2,-2.5,0.15,2,0.3,-5.2533186612072
3,-2.5,0.15,2,0.3,-5.7162597768455
4,-2.5,0.15,2,0.3,-6.48303799090419
5,-2.5,0.15,2,0.3,-7.75336108303491
1,0,0.15,2,0.3,0.420234447494124
2,0,0.15,2,0.3,0.564617652861458
3,0,0.15,2,0.3,0.54928661598414
4,0,0.15,2,0.3,0.491651171279755
5,0,0.15,2,0.3,0.43628316119246
1,2.5,0.15,2,0.3,0.419829629179081
2,2.5,0.15,2,0.3,0.581285458111362
3,2.5,0.15,2,0.3,0.593572639260368
5,5,0.4,0.5,0.3,0.167958510346686
1,-5,0.05,0.5,0.4,0.456395936903175
2,-5,0.05,0.5,0.4,-4.4919354499186
3,-5,0.05,0.5,0.4,-3.85154378525738
4,-5,0.05,0.5,0.4,-6.43454014580594
5,-5,0.05,0.5,0.4,-6.61635949494346
1,-2.5,0.05,0.5,0.4,0.456297042022641
2,-2.5,0.05,0.5,0.4,-5.22607358284009
3,-2.5,0.05,0.5,0.4,-3.41855129637909
4,-2.5,0.05,0.5,0.4,-6.55041136713767
5,-2.5,0.05,0.5,0.4,-5.33243322799315
1,0,0.05,0.5,0.4,0.45632503192547
2,0,0.05,0.5,0.4,0.354321237823729
3,0,0.05,0.5,0.4,0.186863224000845
4,0,0.05,0.5,0.4,0.0848893024516618
5,0,0.05,0.5,0.4,0.053521339789916
1,2.5,0.05,0.5,0.4,0.456388948590795
2,2.5,0.05,0.5,0.4,0.50649304509212
3,2.5,0.05,0.5,0.4,0.593172513625334
4,2.5,0.05,0.5,0.4,0.630593462287721
5,2.5,0.05,0.5,0.4,0.638471588494053
1,5,0.05,0.5,0.4,0.456395936903112
2,5,0.05,0.5,0.4,0.502198947491278
3,5,0.05,0.5,0.4,0.615268486372773
4,2.5,0.15,2,0.3,0.552120351832539
5,5,0.1,32,0.2,0.213682978978393
4,5,0.05,0.5,0.4,0.637198453383558
1,-5,0.15,32,0.2,0.388437709509217
2,-5,0.15,32,0.2,-8.24243810093847
3,-5,0.15,32,0.2,-8.43611605677007
4,-5,0.15,32,0.2,-10.3444095738963
5,-5,0.15,32,0.2,-11.7126297441512
1,-2.5,0.15,32,0.2,0.38844575203302
2,-2.5,0.15,32,0.2,-7.84167818568536
3,-2.5,0.15,32,0.2,-6.52278118714401
4,-2.5,0.15,32,0.2,-9.11470897516255
5,-2.5,0.15,32,0.2,-10.1736378956337
1,0,0.15,32,0.2,0.388811496550731
5,5,0.25,1,0.3,0.326603368658846
2,0,0.15,32,0.2,0.501502770335056
1,-5,0.3,1,0.3,0.420286129537089
2,-5,0.3,1,0.3,-5.59608452142045
3,-5,0.3,1,0.3,-6.63735555689485
4,-5,0.3,1,0.3,-8.90149227608546
5,-5,0.3,1,0.3,-9.6100041673336
1,-2.5,0.3,1,0.3,0.42038054838773
2,-2.5,0.3,1,0.3,-6.42053579057152
3,-2.5,0.3,1,0.3,-6.14314323552515
4,-2.5,0.3,1,0.3,-7.68981380800155
5,-2.5,0.3,1,0.3,-8.2776902134658
3,0,0.15,32,0.2,0.526846243938582
1,0,0.3,1,0.3,0.420234447494398
2,0,0.3,1,0.3,0.571270740940192
3,0,0.3,1,0.3,0.578980316456032
4,0,0.15,32,0.2,0.486313537008909
5,5,0.4,64,0.1,-0.509640321771768
4,0,0.3,1,0.3,0.524951301724558
1,-5,0.05,64,0.2,0.388384780350238
2,-5,0.05,64,0.2,-8.05550395762465
3,-5,0.05,64,0.2,-7.34860657434786
4,-5,0.05,64,0.2,-10.185138342176
5,-5,0.05,64,0.2,-10.5750717290415
1,-2.5,0.05,64,0.2,0.389056014588241
2,-2.5,0.05,64,0.2,-6.22781397660957
3,-2.5,0.05,64,0.2,-6.84619281655716
4,-2.5,0.05,64,0.2,-9.01555557560208
5,-2.5,0.05,64,0.2,-9.06900761437374
1,0,0.05,64,0.2,0.388437713420839
2,0,0.05,64,0.2,0.49943173577928
3,0,0.05,64,0.2,0.48910624885506
4,0,0.05,64,0.2,0.37094505112048
5,0,0.05,64,0.2,0.163683575263834
1,2.5,0.05,64,0.2,0.389077234697438
5,5,0.25,8,0.2,0.00575194239579069
1,-5,0.3,8,0.2,0.388145486391047
2,-5,0.3,8,0.2,-7.84167818568536
3,-5,0.3,8,0.2,-8.44585929872789
4,-5,0.3,8,0.2,-9.8648737149756
2,2.5,0.05,64,0.2,0.515369284325628
5,-5,0.3,8,0.2,-11.7226257306154
1,-2.5,0.3,8,0.2,0.388848699344623
2,-2.5,0.3,8,0.2,-7.40153503274477
3,-2.5,0.3,8,0.2,-6.45407070591922
4,-2.5,0.3,8,0.2,-8.61957614526104
5,0,0.15,32,0.2,0.432134887295448
5,-2.5,0.3,8,0.2,-6.2418900816373
1,0,0.3,8,0.2,0.388759720452526
1,2.5,0.15,32,0.2,0.388361262224249
2,0,0.3,8,0.2,0.502035607504232
2,2.5,0.15,32,0.2,0.505432718626466
3,0,0.3,8,0.2,0.516764988730199
5,0,0.3,1,0.3,0.449416098936145
1,2.5,0.3,1,0.3,0.420145704920687
4,2.5,0.4,128,0.1,-0.196324488831441
2,2.5,0.3,1,0.3,0.584624575771893
3,2.5,0.05,64,0.2,0.541515218597321
3,2.5,0.3,1,0.3,0.575895248831148
5,5,0.05,0.5,0.4,0.615364762000531
1,-5,0.1,0.5,0.4,0.454206551951278
2,-5,0.1,0.5,0.4,-5.96671280623337
3,-5,0.1,0.5,0.4,-4.72578271840536
4,2.5,0.2,16,0.2,0.394400916579876
4,-5,0.1,0.5,0.4,-8.03629951776989
5,-5,0.1,0.5,0.4,-7.49854734446321
1,-2.5,0.1,0.5,0.4,0.454135882871005
2,-2.5,0.1,0.5,0.4,-5.58937771110486
3,-2.5,0.1,0.5,0.4,-4.29617094804674
4,-2.5,0.1,0.5,0.4,-5.73152035275965
5,-2.5,0.1,0.5,0.4,-5.84078462691025
1,0,0.1,0.5,0.4,0.454214983790994
2,0,0.1,0.5,0.4,0.540613198667123
5,2.5,0.35,0.25,0.4,0.440662746095777
3,0,0.1,0.5,0.4,0.434536198033857
1,5,0.35,0.25,0.4,0.451718963568108
4,0,0.1,0.5,0.4,0.321216636538901
2,5,0.35,0.25,0.4,0.622125864757997
5,0,0.1,0.5,0.4,0.215529562614607
1,2.5,0.1,0.5,0.4,0.454076973173189
2,2.5,0.1,0.5,0.4,0.566940716383162
3,2.5,0.1,0.5,0.4,0.62881236290646
4,2.5,0.1,0.5,0.4,0.640347028437341
3,5,0.35,0.25,0.4,0.634620329445657
4,0,0.3,8,0.2,0.404037800132394
3,2.5,0.15,32,0.2,0.508837253731394
5,2.5,0.1,0.5,0.4,0.613744520500393
1,5,0.1,0.5,0.4,0.454094214689928
2,5,0.1,0.5,0.4,0.566173389377579
3,5,0.1,0.5,0.4,0.632725127412494
4,2.5,0.05,64,0.2,0.506435100401293
4,5,0.1,0.5,0.4,0.628019678340118
4,2.5,0.3,1,0.3,0.505374917519594
5,2.5,0.15,2,0.3,0.490329740428773
1,5,0.15,2,0.3,0.420259218068607
2,5,0.15,2,0.3,0.580278839249343
3,5,0.15,2,0.3,0.588220394435213
4,5,0.35,0.25,0.4,0.5442962658907
5,2.5,0.35,4,0.2,-0.0331427519286329
1,5,0.35,4,0.2,0.388555352798237
2,5,0.35,4,0.2,0.510039495999859
4,2.5,0.15,32,0.2,0.369370925201451
5,2.5,0.4,128,0.1,-0.658062028362027
1,5,0.4,128,0.1,0.294400055349203
5,5,0.1,0.5,0.4,0.580060716198463
1,-5,0.15,0.5,0.4,0.45158422334041
2,-5,0.15,0.5,0.4,-6.17846247293727
3,-5,0.15,0.5,0.4,-5.23759105112453
4,-5,0.15,0.5,0.4,-8.24169759623586
5,-5,0.15,0.5,0.4,-6.64567181130685
1,-2.5,0.15,0.5,0.4,0.451562484347015
2,-2.5,0.15,0.5,0.4,-5.79332914241817
5,0,0.3,8,0.2,0.276265582975398
1,2.5,0.3,8,0.2,0.388928902014185
3,-2.5,0.15,0.5,0.4,-4.80172897488048
4,-2.5,0.15,0.5,0.4,-7.08792092848643
5,-2.5,0.15,0.5,0.4,-6.68763732794113
5,2.5,0.05,64,0.2,0.426643609139631
1,0,0.15,0.5,0.4,0.451548282465827
1,5,0.05,64,0.2,0.388623136617051
2,0,0.15,0.5,0.4,0.582077377040791
3,0,0.15,0.5,0.4,0.526657468441636
4,0,0.15,0.5,0.4,0.479660732932544
2,2.5,0.3,8,0.2,0.505520729614799
5,0,0.15,0.5,0.4,0.415933080577196
1,2.5,0.15,0.5,0.4,0.451584299554458
2,2.5,0.15,0.5,0.4,0.602091274062634
3,2.5,0.15,0.5,0.4,0.636154871946618
2,5,0.05,64,0.2,0.515026177771627
4,2.5,0.15,0.5,0.4,0.614243510060989
2,5,0.4,128,0.1,0.369012204721156
4,5,0.15,2,0.3,0.551209023363374
3,5,0.35,4,0.2,0.50658568266476
3,5,0.05,64,0.2,0.543066753521876
3,2.5,0.3,8,0.2,0.503089621146582
5,2.5,0.15,0.5,0.4,0.569596848110531
1,5,0.15,0.5,0.4,0.45150200597503
2,5,0.15,0.5,0.4,0.60162686247115
3,5,0.15,0.5,0.4,0.644006208105299
5,2.5,0.2,16,0.2,0.124982560085758
1,5,0.2,16,0.2,0.388897761541057
2,5,0.2,16,0.2,0.507017835214552
4,5,0.15,0.5,0.4,0.604780369628641
5,2.5,0.3,1,0.3,0.361729088407851
1,5,0.3,1,0.3,0.419829629179239
2,5,0.3,1,0.3,0.584861579145152
3,5,0.3,1,0.3,0.570896827908679
3,5,0.2,16,0.2,0.501702343051611
3,5,0.4,128,0.1,0.199509916212258
4,2.5,0.3,8,0.2,0.356637581292274
4,5,0.05,64,0.2,0.439393784442531
4,5,0.35,4,0.2,0.31293159351617
5,2.5,0.15,32,0.2,0.165519834339195
1,5,0.15,32,0.2,0.388800061083556
2,5,0.15,32,0.2,0.507368468364684
4,5,0.3,1,0.3,0.47849498968749
5,5,0.15,2,0.3,0.388339114750464
1,-5,0.2,2,0.3,0.419976602315408
2,-5,0.2,2,0.3,-5.74974352539101
3,-5,0.2,2,0.3,-6.55533922352031
4,-5,0.2,2,0.3,-7.64741122450801
5,-5,0.2,2,0.3,-9.50204224705295
1,-2.5,0.2,2,0.3,0.419970458655048
2,-2.5,0.2,2,0.3,-5.38680918684876
3,-2.5,0.2,2,0.3,-6.09437574122649
4,-2.5,0.2,2,0.3,-7.90067608098755
5,-2.5,0.2,2,0.3,-8.16314060249444
1,0,0.2,2,0.3,0.419955420471565
2,0,0.2,2,0.3,0.573414964834866
3,0,0.2,2,0.3,0.577540361785155
4,0,0.2,2,0.3,0.519432858376441
5,5,0.15,0.5,0.4,0.542120816439715
1,-5,0.2,0.5,0.4,0.451497912474009
2,-5,0.2,0.5,0.4,-6.32968649790286
3,-5,0.2,0.5,0.4,-5.59628368161782
4,-5,0.2,0.5,0.4,-7.10727318696656
5,0,0.2,2,0.3,0.479968698327818
5,-5,0.2,0.5,0.4,-6.85446353273671
1,2.5,0.2,2,0.3,0.419792287384471
1,-2.5,0.2,0.5,0.4,0.451559038416572
2,-2.5,0.2,0.5,0.4,-5.92667447972655
2,2.5,0.2,2,0.3,0.584851309343553
3,-2.5,0.2,0.5,0.4,-4.81121876577384
4,-2.5,0.2,0.5,0.4,-6.08233728058909
5,-2.5,0.2,0.5,0.4,-7.0553411029943
1,0,0.2,0.5,0.4,0.451534550866339
2,0,0.2,0.5,0.4,0.604042031754762
3,0,0.2,0.5,0.4,0.57310153546309
3,5,0.15,32,0.2,0.495661650353008
4,0,0.2,0.5,0.4,0.524394489436648
5,0,0.2,0.5,0.4,0.490645538926555
1,2.5,0.2,0.5,0.4,0.451479614736515
3,2.5,0.2,2,0.3,0.579928095887311
2,2.5,0.2,0.5,0.4,0.620532270651582
5,5,0.35,0.25,0.4,0.367947126613666
1,-5,0.4,0.25,0.4,0.451559038416572
3,2.5,0.2,0.5,0.4,0.645076650234018
2,-5,0.4,0.25,0.4,-6.29718157196206
3,-5,0.4,0.25,0.4,-6.00836002997933
4,-5,0.4,0.25,0.4,-7.1208722725815
5,-5,0.4,0.25,0.4,-8.82033257121685
1,-2.5,0.4,0.25,0.4,0.451514622636698
2,-2.5,0.4,0.25,0.4,-5.88782151945953
3,-2.5,0.4,0.25,0.4,-5.20385663075875
4,-2.5,0.4,0.25,0.4,-7.17641854212667
5,-2.5,0.4,0.25,0.4,-6.64047131509373
1,0,0.4,0.25,0.4,0.451534550866339
2,0,0.4,0.25,0.4,0.615579008250994
3,0,0.4,0.25,0.4,0.613185718950383
4,0,0.4,0.25,0.4,0.55723360552086
4,2.5,0.2,0.5,0.4,0.6066811630024
4,5,0.4,128,0.1,-0.316952282099407
4,5,0.2,16,0.2,0.373436706476487
4,2.5,0.2,2,0.3,0.524736270604111
5,0,0.4,0.25,0.4,0.466030523611184
1,2.5,0.4,0.25,0.4,0.451452395176522
2,2.5,0.4,0.25,0.4,0.626886171805351
3,2.5,0.4,0.25,0.4,0.630434392357457
5,5,0.05,64,0.2,-0.00519949443417911
1,-5,0.1,64,0.2,0.387658443409141
2,-5,0.1,64,0.2,-6.88924830565259
3,-5,0.1,64,0.2,-8.35763702964185
4,-5,0.1,64,0.2,-10.5395408921611
5,-5,0.1,64,0.2,-11.6078850783944
1,-2.5,0.1,64,0.2,0.387930239278498
2,-2.5,0.1,64,0.2,-8.0230458995158
3,-2.5,0.1,64,0.2,-7.84030572412932
4,-2.5,0.1,64,0.2,-9.33308473066059
5,-2.5,0.1,64,0.2,-10.0765796951751
1,0,0.1,64,0.2,0.38789552601322
2,0,0.1,64,0.2,0.504086136678881
3,0,0.1,64,0.2,0.518028781538958
4,0,0.1,64,0.2,0.480740529729029
5,0,0.1,64,0.2,0.426188373860557
1,2.5,0.1,64,0.2,0.38835549400898
4,2.5,0.4,0.25,0.4,0.532834729339456
2,2.5,0.1,64,0.2,0.507017835214552
5,2.5,0.3,8,0.2,-0.0934980115622048
1,5,0.3,8,0.2,0.388897012988533
2,5,0.3,8,0.2,0.505688486887005
5,2.5,0.2,0.5,0.4,0.528445048289995
1,5,0.2,0.5,0.4,0.451553704915568
2,5,0.2,0.5,0.4,0.619993112747888
3,2.5,0.1,64,0.2,0.502150356801478
3,5,0.2,0.5,0.4,0.642454037765151
5,5,0.35,4,0.2,-0.0663061326603915
1,-5,0.4,4,0.2,0.388868781678472
2,-5,0.4,4,0.2,-6.23212456251088
3,-5,0.4,4,0.2,-8.34911445952716
4,-5,0.4,4,0.2,-8.24035968381445
5,-5,0.4,4,0.2,-8.92876623985678
1,-2.5,0.4,4,0.2,0.388601335735975
2,-2.5,0.4,4,0.2,-7.1348313927089
3,-2.5,0.4,4,0.2,-7.74922956421789
4,-2.5,0.4,4,0.2,-8.29055794867922
5,-2.5,0.4,4,0.2,-8.09677232796075
1,0,0.4,4,0.2,0.388525749325035
2,0,0.4,4,0.2,0.504086136678881
4,5,0.15,32,0.2,0.314856408196996
3,0,0.4,4,0.2,0.512740485083911
3,5,0.3,8,0.2,0.486792314911829
5,5,0.4,128,0.1,-0.61592513085266
1,-5,0.05,128,0.2,0.38861354718197
2,-5,0.05,128,0.2,-8.44107303576394
3,-5,0.05,128,0.2,-7.83124351117305
4,-5,0.05,128,0.2,-10.5687618525515
5,-5,0.05,128,0.2,-11.0802202950757
1,-2.5,0.05,128,0.2,0.387658443409141
2,-2.5,0.05,128,0.2,-6.55852218670382
3,-2.5,0.05,128,0.2,-7.34998552988238
4,-2.5,0.05,128,0.2,-9.39655193521085
5,-2.5,0.05,128,0.2,-9.57678214349037
1,0,0.05,128,0.2,0.38789552601322
2,0,0.05,128,0.2,0.504613235679558
3,0,0.05,128,0.2,0.511175100586768
4,0,0.05,128,0.2,0.401955001376591
5,0,0.05,128,0.2,0.254658094210787
1,2.5,0.05,128,0.2,0.388104292970419
2,2.5,0.05,128,0.2,0.512087849061769
4,5,0.2,0.5,0.4,0.599699572277511
5,2.5,0.2,2,0.3,0.416405519638492
1,5,0.2,2,0.3,0.419754214269927
2,5,0.2,2,0.3,0.586036329297439
3,2.5,0.05,128,0.2,0.549651123421979
3,5,0.2,2,0.3,0.585155941764768
4,0,0.4,4,0.2,0.386874321717795
4,2.5,0.1,64,0.2,0.431716985921465
5,5,0.3,1,0.3,0.189595406106045
1,-5,0.35,1,0.3,0.419801447128127
2,-5,0.35,1,0.3,-5.67203871046826
3,-5,0.35,1,0.3,-6.84758258817907
4,-5,0.35,1,0.3,-7.58898581384635
5,-5,0.35,1,0.3,-9.84694104142775
1,-2.5,0.35,1,0.3,0.420157907235955
2,-2.5,0.35,1,0.3,-6.4892639217829
3,-2.5,0.35,1,0.3,-5.6651629436586
4,-2.5,0.35,1,0.3,-7.75465234725418
5,-2.5,0.35,1,0.3,-8.5725100220115
1,0,0.35,1,0.3,0.420073850394323
2,0,0.35,1,0.3,0.570901752448681
3,0,0.35,1,0.3,0.580180377561032
5,5,0.2,16,0.2,-0.110890510991709
1,-5,0.25,16,0.2,0.388883548454743
2,-5,0.25,16,0.2,-8.13315099325431
3,-5,0.25,16,0.2,-8.67788117530843
4,-5,0.25,16,0.2,-10.1729564384325
5,-5,0.25,16,0.2,-7.10226365803762
1,-2.5,0.25,16,0.2,0.38896610732512
2,-2.5,0.25,16,0.2,-7.70340619546796
3,-2.5,0.25,16,0.2,-6.63002850236007
4,-2.5,0.25,16,0.2,-8.92962889141492
5,-2.5,0.25,16,0.2,-8.15111560452368
1,0,0.25,16,0.2,0.388741062264289
2,0,0.25,16,0.2,0.500667984961439
4,0,0.35,1,0.3,0.496933909895521
3,0,0.25,16,0.2,0.513342035062148
5,2.5,0.4,0.25,0.4,0.378432458002237
1,5,0.4,0.25,0.4,0.451479614736515
2,5,0.4,0.25,0.4,0.626206979431962
3,5,0.4,0.25,0.4,0.630178421062254
4,0,0.25,16,0.2,0.40727888219839
4,2.5,0.05,128,0.2,0.476076480361458
5,0,0.35,1,0.3,0.414717037660963
1,2.5,0.35,1,0.3,0.42013426461379
2,2.5,0.35,1,0.3,0.586336983410318
3,2.5,0.35,1,0.3,0.570812499714036
4,5,0.2,2,0.3,0.508502747589794
5,0,0.4,4,0.2,0.0709068753102099
1,2.5,0.4,4,0.2,0.38896897325968
2,2.5,0.4,4,0.2,0.507102769744987
4,5,0.3,8,0.2,0.301974787034917
5,5,0.15,32,0.2,-0.0324180444964528
1,-5,0.2,32,0.2,0.387930239278498
2,-5,0.2,32,0.2,-8.40765924057897
3,-5,0.2,32,0.2,-8.8531574635455
4,-5,0.2,32,0.2,-10.4711478999493
5,-5,0.2,32,0.2,-12.1142502132771
1,-2.5,0.2,32,0.2,0.387959132021189
2,-2.5,0.2,32,0.2,-6.56777706062263
3,-2.5,0.2,32,0.2,-8.34911445952716
4,-2.5,0.2,32,0.2,-7.89582193069183
5,-2.5,0.2,32,0.2,-8.23575402421374
1,0,0.2,32,0.2,0.38789552601322
2,0,0.2,32,0.2,0.505870320353309
3,2.5,0.4,4,0.2,0.501752199560242
3,0,0.2,32,0.2,0.512740485083911
4,5,0.4,0.25,0.4,0.52429724506117
5,0,0.25,16,0.2,0.297357138759533
1,2.5,0.25,16,0.2,0.388833673097706
2,2.5,0.25,16,0.2,0.504436128399346
4,2.5,0.35,1,0.3,0.495913255196042
4,0,0.2,32,0.2,0.424873246474649
5,2.5,0.1,64,0.2,0.218982113561009
5,5,0.2,0.5,0.4,0.488187954077558
1,-5,0.25,0.5,0.4,0.450805213640375
1,5,0.1,64,0.2,0.388104292970419
2,-5,0.25,0.5,0.4,-6.44203486164714
3,-5,0.25,0.5,0.4,-5.28400449032678
4,-5,0.25,0.5,0.4,-8.49091018553108
5,-5,0.25,0.5,0.4,-8.63257533209563
1,-2.5,0.25,0.5,0.4,0.450715644071292
2,-2.5,0.25,0.5,0.4,-6.03463320443427
3,-2.5,0.25,0.5,0.4,-5.40590081213028
4,-2.5,0.25,0.5,0.4,-6.19128976823361
5,-2.5,0.25,0.5,0.4,-6.5930099393414
1,0,0.25,0.5,0.4,0.450760467236908
2,0,0.25,0.5,0.4,0.612524779189378
3,0,0.25,0.5,0.4,0.597090722024556
4,0,0.25,0.5,0.4,0.561103627308591
2,5,0.1,64,0.2,0.507965237356325
5,0,0.25,0.5,0.4,0.512582629201261
1,2.5,0.25,0.5,0.4,0.450757922602292
2,2.5,0.25,0.5,0.4,0.623209764683332
5,2.5,0.05,128,0.2,0.383408503447189
3,2.5,0.25,0.5,0.4,0.638490144912363
1,5,0.05,128,0.2,0.388356056986284
2,5,0.05,128,0.2,0.510792766340036
3,2.5,0.25,16,0.2,0.502353781756034
4,2.5,0.25,0.5,0.4,0.581722355545825
5,0,0.2,32,0.2,0.340305091669952
1,2.5,0.2,32,0.2,0.388178575972935
2,2.5,0.2,32,0.2,0.505236544096111
3,5,0.1,64,0.2,0.47743424798642
3,5,0.05,128,0.2,0.53895476418475
4,2.5,0.4,4,0.2,0.354195658659096
3,2.5,0.2,32,0.2,0.507630086027373
5,5,0.3,8,0.2,-0.0796395198416615
1,-5,0.35,8,0.2,0.388934061849809
2,-5,0.35,8,0.2,-7.9134354025549
3,-5,0.35,8,0.2,-5.80093002396844
4,-5,0.35,8,0.2,-8.48194486246019
5,-5,0.35,8,0.2,-12.0000064855539
1,-2.5,0.35,8,0.2,0.388858556338158
2,-2.5,0.35,8,0.2,-7.44844790263555
3,-2.5,0.35,8,0.2,-6.59841890763324
4,-2.5,0.35,8,0.2,-8.64488977067626
5,-2.5,0.35,8,0.2,-10.6808976981707
1,0,0.35,8,0.2,0.388820854146777
2,0,0.35,8,0.2,0.500876742283124
5,5,0.2,2,0.3,0.321195360844615
1,-5,0.25,2,0.3,0.419466914535055
2,-5,0.25,2,0.3,-5.85148141973738
3,-5,0.25,2,0.3,-6.84735302422154
4,-5,0.25,2,0.3,-7.75585537279506
5,-5,0.25,2,0.3,-9.82288368999557
4,2.5,0.25,16,0.2,0.331498072692737
1,-2.5,0.25,2,0.3,0.419354969793547
2,-2.5,0.25,2,0.3,-5.49277273065801
3,-2.5,0.25,2,0.3,-5.6943002161685
4,-2.5,0.25,2,0.3,-7.98910440417945
5,-2.5,0.25,2,0.3,-8.52712256520734
1,0,0.25,2,0.3,0.41917495781044
2,0,0.25,2,0.3,0.571407057567402
3,0,0.25,2,0.3,0.577935332238794
3,0,0.35,8,0.2,0.502938635089181
4,0,0.25,2,0.3,0.526604627690411
5,0,0.25,2,0.3,0.461212068213136
1,2.5,0.25,2,0.3,0.419547582039358
2,2.5,0.25,2,0.3,0.586649655630377
3,2.5,0.25,2,0.3,0.57498845049123
5,2.5,0.35,1,0.3,0.258985626223907
1,5,0.35,1,0.3,0.420040305736538
2,5,0.35,1,0.3,0.586094920132453
3,5,0.35,1,0.3,0.566712484546979
5,2.5,0.25,0.5,0.4,0.485359284929412
1,5,0.25,0.5,0.4,0.450748922571003
2,5,0.25,0.5,0.4,0.6215325793457
3,5,0.25,0.5,0.4,0.63940608109341
4,5,0.05,128,0.2,0.31241491257054
4,5,0.1,64,0.2,0.397867073088015
4,2.5,0.2,32,0.2,0.346640756300178
4,0,0.35,8,0.2,0.38119912373007
4,2.5,0.25,2,0.3,0.503085222002561
5,5,0.4,0.25,0.4,0.268079801014594
1,-5,0.05,0.25,0.5,0.477802399990633
2,-5,0.05,0.25,0.5,-5.27141909264176
3,-5,0.05,0.25,0.5,-3.42764846468076
4,-5,0.05,0.25,0.5,-7.33898923953889
5,-5,0.05,0.25,0.5,-6.02246327324153
1,-2.5,0.05,0.25,0.5,0.477811863907894
2,-2.5,0.05,0.25,0.5,-4.90011260854474
3,-2.5,0.05,0.25,0.5,-2.99702421793803
4,-2.5,0.05,0.25,0.5,-6.22031438067846
5,-2.5,0.05,0.25,0.5,-4.81115113276827
1,0,0.05,0.25,0.5,0.477751209882273
2,0,0.05,0.25,0.5,0.317070950906129
3,0,0.05,0.25,0.5,0.180703714002058
4,0,0.05,0.25,0.5,0.0897064794043628
5,0,0.05,0.25,0.5,0.0597266463007579
1,2.5,0.05,0.25,0.5,0.477811858416498
2,2.5,0.05,0.25,0.5,0.511368204401423
3,2.5,0.05,0.25,0.5,0.615462750596046
4,2.5,0.05,0.25,0.5,0.680590230504468
5,2.5,0.4,4,0.2,-0.12378566748585
1,5,0.4,4,0.2,0.388907477442854
5,2.5,0.05,0.25,0.5,0.682077198311704
1,5,0.05,0.25,0.5,0.47780240009234
2,5,0.05,0.25,0.5,0.510524872542309
3,5,0.05,0.25,0.5,0.648002626641294
2,5,0.4,4,0.2,0.506300447078559
4,5,0.05,0.25,0.5,0.671127972126358
4,5,0.25,0.5,0.4,0.571544368453556
5,5,0.05,0.25,0.5,0.660721911574922
1,-5,0.1,0.25,0.5,0.479973025234636
2,-5,0.1,0.25,0.5,-4.60239116781896
3,-5,0.1,0.25,0.5,-4.23924827577935
4,-5,0.1,0.25,0.5,-7.69124547805634
5,-5,0.1,0.25,0.5,-6.34411948762405
1,-2.5,0.1,0.25,0.5,0.479944912073063
2,-2.5,0.1,0.25,0.5,-4.2478104407409
3,-2.5,0.1,0.25,0.5,-3.89158125587428
4,-2.5,0.1,0.25,0.5,-5.4884221550142
5,-2.5,0.1,0.25,0.5,-5.41403583829214
1,0,0.1,0.25,0.5,0.479933103084955
2,0,0.1,0.25,0.5,0.529615650323269
3,0,0.1,0.25,0.5,0.410575394281635
4,0,0.1,0.25,0.5,0.283953471635576
5,0,0.1,0.25,0.5,0.203231440435911
1,2.5,0.1,0.25,0.5,0.480015240173657
2,2.5,0.1,0.25,0.5,0.576847127646032
3,2.5,0.1,0.25,0.5,0.676457835211406
4,2.5,0.1,0.25,0.5,0.683427671173826
5,0,0.35,8,0.2,0.0654258473660599
3,5,0.4,4,0.2,0.507630086027373
1,2.5,0.35,8,0.2,0.388843217129282
4,5,0.35,1,0.3,0.453851202649784
5,2.5,0.1,0.25,0.5,0.647292591830806
1,5,0.1,0.25,0.5,0.479973052749828
2,5,0.1,0.25,0.5,0.573325969078213
2,2.5,0.35,8,0.2,0.504446349920533
3,5,0.1,0.25,0.5,0.677027028221884
4,5,0.1,0.25,0.5,0.668856075553597
5,2.5,0.25,16,0.2,-0.0297320984216773
1,5,0.25,16,0.2,0.388728605572677
2,5,0.25,16,0.2,0.505969069239709
3,2.5,0.35,8,0.2,0.50151427207704
5,5,0.05,128,0.2,-0.0166318589347245
1,-5,0.1,128,0.2,0.387848462917952
2,-5,0.1,128,0.2,-7.2199834444343
3,-5,0.1,128,0.2,-7.36840744877378
4,-5,0.1,128,0.2,-10.9205371977737
5,-5,0.1,128,0.2,-12.1156611345064
1,-2.5,0.1,128,0.2,0.387719952633587
2,-2.5,0.1,128,0.2,-8.40765924057897
3,-2.5,0.1,128,0.2,-8.34672012954102
4,-2.5,0.1,128,0.2,-9.71243931823685
5,-2.5,0.1,128,0.2,-10.5859965309032
1,0,0.1,128,0.2,0.38772073637709
2,0,0.1,128,0.2,0.505870320353309
3,0,0.1,128,0.2,0.524658087587032
5,5,0.1,64,0.2,-0.281099417793525
1,-5,0.15,64,0.2,0.387861472375595
2,-5,0.15,64,0.2,-8.62604749647372
4,0,0.1,128,0.2,0.487429826987507
3,-5,0.15,64,0.2,-8.94028317433776
4,-5,0.15,64,0.2,-10.7237635409636
5,-5,0.15,64,0.2,-12.2230330535229
